sdist,state,n_women,hygienic_rate,ctx_temp_hot3_mean,ctx_heat_days_12mo,ctx_Aridity_2015,ctx_v113,ctx_v116,ctx_v190,predicted_rate,raw_need_rank,adjusted_gap,adjusted_need_rank,underperforming,state_name,district_name
186,9,520,0.1580800320566601,30.801619691140047,58.16240544508811,24.886953965565883,22.405202891964226,28.3217800388617,2.266925469180119,0.243828682528004,50,-0.08574865047134389,364,True,uttar pradesh,sant kabir nagar
214,10,410,0.15898711220617012,29.23693916754649,60.08637900568522,31.719788860793734,27.22841506984279,25.20078500679941,1.6826166947356342,0.26010018017904946,51,-0.10111306797287933,298,True,bihar,saharsa
168,9,555,0.15966542140569623,33.54869659510305,7.042908885702823,13.798127573821077,23.52026360283771,28.47233078702029,2.379372824777319,0.30823189574844395,52,-0.14856647434274772,165,True,uttar pradesh,hamirpur
450,23,293,0.16106879669713914,32.362046199805455,44.22745057059573,19.33702365731032,22.18457977006552,23.415619855633373,2.1385035370364376,0.29571303738540233,53,-0.1346442406882632,207,True,madhya pradesh,katni
928,9,555,0.16137371843094914,31.712433999531484,,15.676259498931696,22.924464339707644,21.062550668763084,2.920157431978749,0.25188240961994607,54,-0.09050869118899693,341,True,uttar pradesh,sambhal
465,23,381,0.16231927828872825,31.93442555933924,47.319271730266564,14.122641785259457,21.451200928579176,18.29756340361887,1.8818228728619517,0.25204942341611297,55,-0.08973014512738473,345,True,madhya pradesh,alirajpur
318,18,362,0.16246666719790084,28.18165436765998,73.00293329301094,82.77289041012857,34.78850213042038,37.13025634576353,1.7288179071498635,0.1777805729922718,56,-0.015313905794370947,545,True,assam,hailakandi
819,18,338,0.16292645137919073,28.468980966972726,58.06204654121367,52.62360664738453,26.053112966731458,29.098279577999477,2.048675265400895,0.38031026388350775,57,-0.21738381250431701,46,True,assam,sonitpur
195,9,538,0.16332707783717165,32.58015698221074,8.573418865339207,20.078718875260808,23.256118291529322,24.822541092550342,2.3840885612253024,0.30420476822381204,58,-0.1408776903866404,187,True,uttar pradesh,ghazipur
162,9,511,0.16408317370342526,33.11210828340689,10.584620444659945,13.16107598995547,26.490603983526338,31.994171946405142,2.3556258275966524,0.34469809078404273,59,-0.18061491708061747,97,True,uttar pradesh,auraiya
325,18,377,0.1643166303865789,28.45784381866781,48.10492894125613,58.184017332409915,23.479810799086987,29.843758304444396,1.8590259225137922,0.3160025079933292,60,-0.15168587760675029,158,True,assam,darrang
