model,auc_mean,auc_std,ap_mean
ses_only,0.7241970027628631,0.007880928897111575,0.6066983607654323
ses_plus_normals,0.7569375772730634,0.007528709805241364,0.649593097333535
ses_plus_all_climate,0.7582638168996199,0.006907545996790222,0.651036483545343
